Date,Engine,Benchmark,Operation,Value
2022-07-01,wasm,PolybenchC,mvt,0.012935733602529304
2022-07-02,wasm,PolybenchC,mvt,0.012972968619661587
2022-07-03,wasm,PolybenchC,mvt,0.01299569875102962
2022-07-04,wasm,PolybenchC,mvt,0.013010204523258443
2022-07-05,wasm,PolybenchC,mvt,0.013044326339598969
2022-07-06,wasm,PolybenchC,mvt,0.0130434718245724
2022-07-07,wasm,PolybenchC,mvt,0.013042864721504498
2022-07-08,wasm,PolybenchC,mvt,0.013042026824607537
2022-07-09,wasm,PolybenchC,mvt,0.01304139563803232
2022-07-10,wasm,PolybenchC,mvt,0.01304042546865143
2022-07-11,wasm,PolybenchC,mvt,0.013039677442435423
2022-07-12,wasm,PolybenchC,mvt,0.013038858830976023
2022-07-13,wasm,PolybenchC,mvt,0.013038388833628359
2022-07-14,wasm,PolybenchC,mvt,0.013038371607353076
2022-07-15,wasm,PolybenchC,mvt,0.013037896522542147
2022-07-16,wasm,PolybenchC,mvt,0.013037586223165455
2022-07-17,wasm,PolybenchC,mvt,0.013037189910383782
2022-07-18,wasm,PolybenchC,mvt,0.013036316348728053
2022-07-19,wasm,PolybenchC,mvt,0.013035546945231008
2022-07-20,wasm,PolybenchC,mvt,0.013035388348983016
2022-07-21,wasm,PolybenchC,mvt,0.01303524752121139
2022-07-22,wasm,PolybenchC,mvt,0.013034848213412466
2022-07-23,wasm,PolybenchC,mvt,0.013034580671923719
2022-07-24,wasm,PolybenchC,mvt,0.013034050509520306
2022-07-25,wasm,PolybenchC,mvt,0.01303352583605127
2022-07-26,wasm,PolybenchC,mvt,0.013032969449357118
2022-07-27,wasm,PolybenchC,mvt,0.013032027216389042
2022-07-28,wasm,PolybenchC,mvt,0.013031509695878735
2022-07-29,wasm,PolybenchC,mvt,0.013031385830153456
2022-07-30,wasm,PolybenchC,mvt,0.013030632494391356
2022-07-31,wasm,PolybenchC,mvt,0.013029892690674953
2022-08-01,wasm,PolybenchC,mvt,0.013029076458384546
2022-08-02,wasm,PolybenchC,mvt,0.01302867008856697
2022-08-03,wasm,PolybenchC,mvt,0.013027721218457949
2022-08-04,wasm,PolybenchC,mvt,0.013027620590779387
2022-08-05,wasm,PolybenchC,mvt,0.013027511973843012
2022-08-06,wasm,PolybenchC,mvt,0.013027469561953452
2022-08-07,wasm,PolybenchC,mvt,0.013027406323701102
2022-08-08,wasm,PolybenchC,mvt,0.013026673688129223
2022-08-09,wasm,PolybenchC,mvt,0.013026175888643033
2022-08-10,wasm,PolybenchC,mvt,0.013025632654841144
2022-08-11,wasm,PolybenchC,mvt,0.013025009236858972
2022-08-12,wasm,PolybenchC,mvt,0.013024795950763226
2022-08-13,wasm,PolybenchC,mvt,0.0130245794701329
2022-08-14,wasm,PolybenchC,mvt,0.013024554363860503
2022-08-15,wasm,PolybenchC,mvt,0.013024457718197014
2022-08-16,wasm,PolybenchC,mvt,0.013023941060663801
2022-08-17,wasm,PolybenchC,mvt,0.013023210741484015
2022-08-18,wasm,PolybenchC,mvt,0.013022936569228158
2022-08-19,wasm,PolybenchC,mvt,0.013022293259680306
2022-08-20,wasm,PolybenchC,mvt,0.013021842310239602
2022-08-21,wasm,PolybenchC,mvt,0.013021000261704217
2022-08-22,wasm,PolybenchC,mvt,0.013020293939544188
2022-08-23,wasm,PolybenchC,mvt,0.013019299250026083
2022-08-24,wasm,PolybenchC,mvt,0.013018962539006392
2022-08-25,wasm,PolybenchC,mvt,0.013018807708149723
2022-08-26,wasm,PolybenchC,mvt,0.01301810116580042
2022-08-27,wasm,PolybenchC,mvt,0.013017674646115104
2022-08-28,wasm,PolybenchC,mvt,0.013017057206122402
2022-08-29,wasm,PolybenchC,mvt,0.013016946483920822
2022-08-30,wasm,PolybenchC,mvt,0.013016806743762207
2022-08-31,wasm,PolybenchC,mvt,0.013016256234025268
2022-09-01,wasm,PolybenchC,mvt,0.013015432658194956
2022-09-02,wasm,PolybenchC,mvt,0.013014742989560511
2022-09-03,wasm,PolybenchC,mvt,0.013014649026967001
2022-09-04,wasm,PolybenchC,mvt,0.013014038708899072
2022-09-05,wasm,PolybenchC,mvt,0.013013528754752196
2022-09-06,wasm,PolybenchC,mvt,0.013012898320486691
2022-09-07,wasm,PolybenchC,mvt,0.013012154492443036
2022-09-08,wasm,PolybenchC,mvt,0.013011776327035197
2022-09-09,wasm,PolybenchC,mvt,0.01301102552638069
2022-09-10,wasm,PolybenchC,mvt,0.013010033310069382
2022-09-11,wasm,PolybenchC,mvt,0.013009502489109816
2022-09-12,wasm,PolybenchC,mvt,0.013008723446967104
2022-09-13,wasm,PolybenchC,mvt,0.013008448000493169
2022-09-14,wasm,PolybenchC,mvt,0.013007632607272506
2022-09-15,wasm,PolybenchC,mvt,0.013006894847542609
2022-09-16,wasm,PolybenchC,mvt,0.013005999491586238
2022-09-17,wasm,PolybenchC,mvt,0.013005641584285112
2022-09-18,wasm,PolybenchC,mvt,0.013004665361092021
2022-09-19,wasm,PolybenchC,mvt,0.013003853086065597
2022-09-20,wasm,PolybenchC,mvt,0.013003741220582255
2022-09-21,wasm,PolybenchC,mvt,0.013002788213651587
2022-09-22,wasm,PolybenchC,mvt,0.013002374469744919
2022-09-23,wasm,PolybenchC,mvt,0.013002113803853707
2022-09-24,wasm,PolybenchC,mvt,0.013001813222693462
2022-09-25,wasm,PolybenchC,mvt,0.01300167902944186
2022-09-26,wasm,PolybenchC,mvt,0.013000961522619155
2022-09-27,wasm,PolybenchC,mvt,0.01300026502367279
2022-09-28,wasm,PolybenchC,mvt,0.013000140286521373
2022-09-29,wasm,PolybenchC,mvt,0.01299933044530994
2022-09-30,wasm,PolybenchC,mvt,0.012998432717430087
2022-10-01,wasm,PolybenchC,mvt,0.012998195874142275
2022-10-02,wasm,PolybenchC,mvt,0.012998090124692855
2022-10-03,wasm,PolybenchC,mvt,0.012997417111337013
2022-10-04,wasm,PolybenchC,mvt,0.012997351897238435
2022-10-05,wasm,PolybenchC,mvt,0.012997344843446387
2022-10-06,wasm,PolybenchC,mvt,0.012996728327824069
2022-10-07,wasm,PolybenchC,mvt,0.01299605734560889
2022-10-08,wasm,PolybenchC,mvt,0.012995898220949832
2022-10-09,wasm,PolybenchC,mvt,0.012995222606209595
2022-10-10,wasm,PolybenchC,mvt,0.01299490373045985
2022-10-11,wasm,PolybenchC,mvt,0.01299483679159921
2022-10-12,wasm,PolybenchC,mvt,0.012994490750135656
2022-10-13,wasm,PolybenchC,mvt,0.012994415462366885
2022-10-14,wasm,PolybenchC,mvt,0.012994135661209293
2022-10-15,wasm,PolybenchC,mvt,0.012993257739582105
2022-10-16,wasm,PolybenchC,mvt,0.012992632763410311
2022-10-17,wasm,PolybenchC,mvt,0.012991841778723787
2022-10-18,wasm,PolybenchC,mvt,0.01299097068734815
2022-10-19,wasm,PolybenchC,mvt,0.01299033996798625
2022-10-20,wasm,PolybenchC,mvt,0.012990243995272563
2022-10-21,wasm,PolybenchC,mvt,0.012989457336206434
2022-10-22,wasm,PolybenchC,mvt,0.012989298751944317
2022-10-23,wasm,PolybenchC,mvt,0.012988514061278671
2022-10-24,wasm,PolybenchC,mvt,0.01298753548188879
2022-10-25,wasm,PolybenchC,mvt,0.012986697280608738
2022-10-26,wasm,PolybenchC,mvt,0.012986555565870118
2022-10-27,wasm,PolybenchC,mvt,0.012985603726251904
2022-10-28,wasm,PolybenchC,mvt,0.012985542970364961
2022-10-29,wasm,PolybenchC,mvt,0.012984692477627622
2022-10-30,wasm,PolybenchC,mvt,0.012983899688804722
2022-10-31,wasm,PolybenchC,mvt,0.012983802180835419
2022-11-01,wasm,PolybenchC,mvt,0.012983129131095521
2022-11-02,wasm,PolybenchC,mvt,0.012982860324819703
2022-11-03,wasm,PolybenchC,mvt,0.012981934229720186
2022-11-04,wasm,PolybenchC,mvt,0.012981021729221229
2022-11-05,wasm,PolybenchC,mvt,0.012980877488724436
2022-11-06,wasm,PolybenchC,mvt,0.012980401696820259
2022-11-07,wasm,PolybenchC,mvt,0.012980119220728272
2022-11-08,wasm,PolybenchC,mvt,0.012979379846581715
2022-11-09,wasm,PolybenchC,mvt,0.012978532550045297
2022-11-10,wasm,PolybenchC,mvt,0.012978238532003226
2022-11-11,wasm,PolybenchC,mvt,0.012977534411178129
2022-11-12,wasm,PolybenchC,mvt,0.012977030674880909
2022-11-13,wasm,PolybenchC,mvt,0.012976638736370465
2022-11-14,wasm,PolybenchC,mvt,0.012976361916014484
2022-11-15,wasm,PolybenchC,mvt,0.01297620353294565
2022-11-16,wasm,PolybenchC,mvt,0.012975500629899536
2022-11-17,wasm,PolybenchC,mvt,0.012975390693273239
2022-11-18,wasm,PolybenchC,mvt,0.012975028212867808
2022-11-19,wasm,PolybenchC,mvt,0.012974513502914188
2022-11-20,wasm,PolybenchC,mvt,0.012974173060981708
2022-11-21,wasm,PolybenchC,mvt,0.01297321922158435
2022-11-22,wasm,PolybenchC,mvt,0.012973070867015657
2022-11-23,wasm,PolybenchC,mvt,0.012972814679346498
2022-11-24,wasm,PolybenchC,mvt,0.012972070120483884
2022-11-25,wasm,PolybenchC,mvt,0.012971999317625939
2022-11-26,wasm,PolybenchC,mvt,0.012971496889998334
2022-11-27,wasm,PolybenchC,mvt,0.01297107003008001
2022-11-28,wasm,PolybenchC,mvt,0.012970752727064373
2022-11-29,wasm,PolybenchC,mvt,0.012969994809195312
2022-11-30,wasm,PolybenchC,mvt,0.012969381384384032
2022-12-01,wasm,PolybenchC,mvt,0.01296893463306325
2022-12-02,wasm,PolybenchC,mvt,0.012968691333117125
2022-12-03,wasm,PolybenchC,mvt,0.012968365693252406
2022-12-04,wasm,PolybenchC,mvt,0.012968226186336085
2022-12-05,wasm,PolybenchC,mvt,0.012968110860896866
2022-12-06,wasm,PolybenchC,mvt,0.012967502184658787
2022-12-07,wasm,PolybenchC,mvt,0.012967454237507316
2022-12-08,wasm,PolybenchC,mvt,0.012966488934676201
2022-12-09,wasm,PolybenchC,mvt,0.01296633090073683
2022-12-10,wasm,PolybenchC,mvt,0.012965910634987147
2022-12-11,wasm,PolybenchC,mvt,0.012965370359685223
2022-12-12,wasm,PolybenchC,mvt,0.012964896977601234
2022-12-13,wasm,PolybenchC,mvt,0.012964678616456171
2022-12-14,wasm,PolybenchC,mvt,0.012963825087619296
2022-12-15,wasm,PolybenchC,mvt,0.012963694219637393
2022-12-16,wasm,PolybenchC,mvt,0.012963046810708825
2022-12-17,wasm,PolybenchC,mvt,0.012962680822655349
2022-12-18,wasm,PolybenchC,mvt,0.01296208752516499
2022-12-19,wasm,PolybenchC,mvt,0.012961420540778715
2022-12-20,wasm,PolybenchC,mvt,0.012960620123171462
2022-12-21,wasm,PolybenchC,mvt,0.012960614825106883
2022-12-22,wasm,PolybenchC,mvt,0.0129603924527629
2022-12-23,wasm,PolybenchC,mvt,0.012959584508574457
2022-12-24,wasm,PolybenchC,mvt,0.012959397007702995
2022-12-25,wasm,PolybenchC,mvt,0.012958923057102036
2022-12-26,wasm,PolybenchC,mvt,0.012958609390586564
2022-12-27,wasm,PolybenchC,mvt,0.012958169765301576
2022-12-28,wasm,PolybenchC,mvt,0.012957540861247183
2022-12-29,wasm,PolybenchC,mvt,0.012957389343156945
2022-12-30,wasm,PolybenchC,mvt,0.012956580473711071
2022-12-31,wasm,PolybenchC,mvt,0.01295657318150868
2022-01-01,sm-base,PolybenchC,mvt,0.015324796188290817
2022-01-02,sm-base,PolybenchC,mvt,0.015351621739634533
2022-01-03,sm-base,PolybenchC,mvt,0.015373105662782832
2022-01-04,sm-base,PolybenchC,mvt,0.015407740582450804
2022-01-05,sm-base,PolybenchC,mvt,0.015445424378202946
2022-01-06,sm-base,PolybenchC,mvt,0.015435786158911677
2022-01-07,sm-base,PolybenchC,mvt,0.015438598329271613
2022-01-08,sm-base,PolybenchC,mvt,0.015461157974986968
2022-01-09,sm-base,PolybenchC,mvt,0.015464330915068802
2022-01-10,sm-base,PolybenchC,mvt,0.015471775847086281
2022-01-11,sm-base,PolybenchC,mvt,0.015492686978964639
2022-01-12,sm-base,PolybenchC,mvt,0.015501815789647867
2022-01-13,sm-base,PolybenchC,mvt,0.015509581106909035
2022-01-14,sm-base,PolybenchC,mvt,0.015523440446323736
2022-01-15,sm-base,PolybenchC,mvt,0.015527330366311171
2022-01-16,sm-base,PolybenchC,mvt,0.015556750485771714
2022-01-17,sm-base,PolybenchC,mvt,0.01554855979330188
2022-01-18,sm-base,PolybenchC,mvt,0.015573757988997272
2022-01-19,sm-base,PolybenchC,mvt,0.015582894337363316
2022-01-20,sm-base,PolybenchC,mvt,0.015608184905465517
2022-01-21,sm-base,PolybenchC,mvt,0.01563525007396179
2022-01-22,sm-base,PolybenchC,mvt,0.01563755852457942
2022-01-23,sm-base,PolybenchC,mvt,0.015642564717153046
2022-01-24,sm-base,PolybenchC,mvt,0.015637605457234093
2022-01-25,sm-base,PolybenchC,mvt,0.01563825764524134
2022-01-26,sm-base,PolybenchC,mvt,0.015667072378721277
2022-01-27,sm-base,PolybenchC,mvt,0.015686205920415388
2022-01-28,sm-base,PolybenchC,mvt,0.015715377435276328
2022-01-29,sm-base,PolybenchC,mvt,0.015713679242117643
2022-01-30,sm-base,PolybenchC,mvt,0.01574068508358925
2022-01-31,sm-base,PolybenchC,mvt,0.015757706290020785
2022-02-01,sm-base,PolybenchC,mvt,0.015797099771196702
2022-02-02,sm-base,PolybenchC,mvt,0.01581892709839684
2022-02-03,sm-base,PolybenchC,mvt,0.015854066974018925
2022-02-04,sm-base,PolybenchC,mvt,0.015845117911047594
2022-02-05,sm-base,PolybenchC,mvt,0.015851570428272243
2022-02-06,sm-base,PolybenchC,mvt,0.015867243554789755
2022-02-07,sm-base,PolybenchC,mvt,0.015886890208829857
2022-02-08,sm-base,PolybenchC,mvt,0.015914926814525974
2022-02-09,sm-base,PolybenchC,mvt,0.015929150579297082
2022-02-10,sm-base,PolybenchC,mvt,0.015941079477965827
2022-02-11,sm-base,PolybenchC,mvt,0.01597403344978095
2022-02-12,sm-base,PolybenchC,mvt,0.015973575029791093
2022-02-13,sm-base,PolybenchC,mvt,0.015978054469625812
2022-02-14,sm-base,PolybenchC,mvt,0.015997589142082852
2022-02-15,sm-base,PolybenchC,mvt,0.01599552038764296
2022-02-16,sm-base,PolybenchC,mvt,0.016021004976875506
2022-02-17,sm-base,PolybenchC,mvt,0.01602284894444472
2022-02-18,sm-base,PolybenchC,mvt,0.016043746599094723
2022-02-19,sm-base,PolybenchC,mvt,0.01606765790280896
2022-02-20,sm-base,PolybenchC,mvt,0.016058220005228267
2022-02-21,sm-base,PolybenchC,mvt,0.01608254190589812
2022-02-22,sm-base,PolybenchC,mvt,0.016073388620199698
2022-02-23,sm-base,PolybenchC,mvt,0.01607534207802134
2022-02-24,sm-base,PolybenchC,mvt,0.01611493438507663
2022-02-25,sm-base,PolybenchC,mvt,0.016114507579735905
2022-02-26,sm-base,PolybenchC,mvt,0.016121116413661655
2022-02-27,sm-base,PolybenchC,mvt,0.01613137262213833
2022-02-28,sm-base,PolybenchC,mvt,0.016160075780384805
2022-03-01,sm-base,PolybenchC,mvt,0.016154369744691466
2022-03-02,sm-base,PolybenchC,mvt,0.016166435774206896
2022-03-03,sm-base,PolybenchC,mvt,0.016181312935065504
2022-03-04,sm-base,PolybenchC,mvt,0.016197081178790703
2022-03-05,sm-base,PolybenchC,mvt,0.016196359739994275
2022-03-06,sm-base,PolybenchC,mvt,0.016188764208316393
2022-03-07,sm-base,PolybenchC,mvt,0.01620270155057398
2022-03-08,sm-base,PolybenchC,mvt,0.016219523404030958
2022-03-09,sm-base,PolybenchC,mvt,0.01625087663047515
2022-03-10,sm-base,PolybenchC,mvt,0.016266574277769973
2022-03-11,sm-base,PolybenchC,mvt,0.01628779634689741
2022-03-12,sm-base,PolybenchC,mvt,0.016316971441919983
2022-03-13,sm-base,PolybenchC,mvt,0.01634954494466973
2022-03-14,sm-base,PolybenchC,mvt,0.016367562671547212
2022-03-15,sm-base,PolybenchC,mvt,0.01638928722811631
2022-03-16,sm-base,PolybenchC,mvt,0.01640535979331075
2022-03-17,sm-base,PolybenchC,mvt,0.016410186650004228
2022-03-18,sm-base,PolybenchC,mvt,0.016448830916171348
2022-03-19,sm-base,PolybenchC,mvt,0.016449659945312983
2022-03-20,sm-base,PolybenchC,mvt,0.016480228878061998
2022-03-21,sm-base,PolybenchC,mvt,0.01648627257588495
2022-03-22,sm-base,PolybenchC,mvt,0.016511775193920726
2022-03-23,sm-base,PolybenchC,mvt,0.01654788675847449
2022-03-24,sm-base,PolybenchC,mvt,0.016569660081865806
2022-03-25,sm-base,PolybenchC,mvt,0.016565512919215045
2022-03-26,sm-base,PolybenchC,mvt,0.016577457727223403
2022-03-27,sm-base,PolybenchC,mvt,0.016617131049712637
2022-03-28,sm-base,PolybenchC,mvt,0.016622851487955306
2022-03-29,sm-base,PolybenchC,mvt,0.01661455271131072
2022-03-30,sm-base,PolybenchC,mvt,0.01664606358181904
2022-03-31,sm-base,PolybenchC,mvt,0.016655526633895728
2022-04-01,sm-base,PolybenchC,mvt,0.0166746432342965
2022-04-02,sm-base,PolybenchC,mvt,0.016670194431307926
2022-04-03,sm-base,PolybenchC,mvt,0.01667870045211129
2022-04-04,sm-base,PolybenchC,mvt,0.016704779720455875
2022-04-05,sm-base,PolybenchC,mvt,0.01671099439615777
2022-04-06,sm-base,PolybenchC,mvt,0.016739010781894454
2022-04-07,sm-base,PolybenchC,mvt,0.01673175440977059
2022-04-08,sm-base,PolybenchC,mvt,0.016746113973431183
2022-04-09,sm-base,PolybenchC,mvt,0.016781079900475695
2022-04-10,sm-base,PolybenchC,mvt,0.016792584484576982
2022-04-11,sm-base,PolybenchC,mvt,0.01682950058180808
2022-04-12,sm-base,PolybenchC,mvt,0.016861434902704857
2022-04-13,sm-base,PolybenchC,mvt,0.01688343629088747
2022-04-14,sm-base,PolybenchC,mvt,0.01690891952022187
2022-04-15,sm-base,PolybenchC,mvt,0.01693746419502302
2022-04-16,sm-base,PolybenchC,mvt,0.01696019812728054
2022-04-17,sm-base,PolybenchC,mvt,0.016974480319720493
2022-04-18,sm-base,PolybenchC,mvt,0.0170059024076515
2022-04-19,sm-base,PolybenchC,mvt,0.01699997996670937
2022-04-20,sm-base,PolybenchC,mvt,0.01701845432599288
2022-04-21,sm-base,PolybenchC,mvt,0.017041987906722855
2022-04-22,sm-base,PolybenchC,mvt,0.017066050934942838
2022-04-23,sm-base,PolybenchC,mvt,0.01709856250560118
2022-04-24,sm-base,PolybenchC,mvt,0.01710144345277289
2022-04-25,sm-base,PolybenchC,mvt,0.017100005456991054
2022-04-26,sm-base,PolybenchC,mvt,0.017091479168258983
2022-04-27,sm-base,PolybenchC,mvt,0.017090038016378258
2022-04-28,sm-base,PolybenchC,mvt,0.017128428083843027
2022-04-29,sm-base,PolybenchC,mvt,0.017138665952495972
2022-04-30,sm-base,PolybenchC,mvt,0.01717003798993223
2022-05-01,sm-base,PolybenchC,mvt,0.017201176289044443
2022-05-02,sm-base,PolybenchC,mvt,0.0171963813891233
2022-05-03,sm-base,PolybenchC,mvt,0.017201010448262048
2022-05-04,sm-base,PolybenchC,mvt,0.01719809233885164
2022-05-05,sm-base,PolybenchC,mvt,0.01723389834284073
2022-05-06,sm-base,PolybenchC,mvt,0.017244061854764646
2022-05-07,sm-base,PolybenchC,mvt,0.017244160774129665
2022-05-08,sm-base,PolybenchC,mvt,0.017265888746210926
2022-05-09,sm-base,PolybenchC,mvt,0.01730494035802921
2022-05-10,sm-base,PolybenchC,mvt,0.0172958690519046
2022-05-11,sm-base,PolybenchC,mvt,0.017299921357249417
2022-05-12,sm-base,PolybenchC,mvt,0.01733383629280471
2022-05-13,sm-base,PolybenchC,mvt,0.017366588747941825
2022-05-14,sm-base,PolybenchC,mvt,0.01740579897436879
2022-05-15,sm-base,PolybenchC,mvt,0.017405141474426716
2022-05-16,sm-base,PolybenchC,mvt,0.01740764614929204
2022-05-17,sm-base,PolybenchC,mvt,0.017425050529461136
2022-05-18,sm-base,PolybenchC,mvt,0.017463702748657686
2022-05-19,sm-base,PolybenchC,mvt,0.01745494438139749
2022-05-20,sm-base,PolybenchC,mvt,0.01749381826579651
2022-05-21,sm-base,PolybenchC,mvt,0.017523999197320544
2022-05-22,sm-base,PolybenchC,mvt,0.017551189907515138
2022-05-23,sm-base,PolybenchC,mvt,0.017586118603377186
2022-05-24,sm-base,PolybenchC,mvt,0.017588630178423954
2022-05-25,sm-base,PolybenchC,mvt,0.01759086915624457
2022-05-26,sm-base,PolybenchC,mvt,0.017601860826954377
2022-05-27,sm-base,PolybenchC,mvt,0.017593146133693182
2022-05-28,sm-base,PolybenchC,mvt,0.017593404192958774
2022-05-29,sm-base,PolybenchC,mvt,0.017616348922665337
2022-05-30,sm-base,PolybenchC,mvt,0.01762646537613224
2022-05-31,sm-base,PolybenchC,mvt,0.017638644380045337
2022-06-01,sm-base,PolybenchC,mvt,0.01764047128603829
2022-06-02,sm-base,PolybenchC,mvt,0.017661349371406884
2022-06-03,sm-base,PolybenchC,mvt,0.01767184105335173
2022-06-04,sm-base,PolybenchC,mvt,0.01769035194443467
2022-06-05,sm-base,PolybenchC,mvt,0.01770061174877739
2022-06-06,sm-base,PolybenchC,mvt,0.017690672674662514
2022-06-07,sm-base,PolybenchC,mvt,0.017691543465590515
2022-06-08,sm-base,PolybenchC,mvt,0.017701479139028538
2022-06-09,sm-base,PolybenchC,mvt,0.017693843788304117
2022-06-10,sm-base,PolybenchC,mvt,0.017695342222863626
2022-06-11,sm-base,PolybenchC,mvt,0.017710615966995
2022-06-12,sm-base,PolybenchC,mvt,0.017705037363173706
2022-06-13,sm-base,PolybenchC,mvt,0.01772541436411364
2022-06-14,sm-base,PolybenchC,mvt,0.017721103043491657
2022-06-15,sm-base,PolybenchC,mvt,0.01773927597978772
2022-06-16,sm-base,PolybenchC,mvt,0.017745720088158282
2022-06-17,sm-base,PolybenchC,mvt,0.017750737318211408
2022-06-18,sm-base,PolybenchC,mvt,0.017786829634282863
2022-06-19,sm-base,PolybenchC,mvt,0.017812500807610168
2022-06-20,sm-base,PolybenchC,mvt,0.01781878798614731
2022-06-21,sm-base,PolybenchC,mvt,0.017825439716563068
2022-06-22,sm-base,PolybenchC,mvt,0.01782620951334195
2022-06-23,sm-base,PolybenchC,mvt,0.017830934154589678
2022-06-24,sm-base,PolybenchC,mvt,0.01787068296432836
2022-06-25,sm-base,PolybenchC,mvt,0.017885856898411493
2022-06-26,sm-base,PolybenchC,mvt,0.017918945704939997
2022-06-27,sm-base,PolybenchC,mvt,0.017928145139492577
2022-06-28,sm-base,PolybenchC,mvt,0.017955994342396257
2022-06-29,sm-base,PolybenchC,mvt,0.01799507237897172
2022-06-30,sm-base,PolybenchC,mvt,0.017992380696453803
2022-07-01,sm-base,PolybenchC,mvt,0.01802014423342029
2022-07-02,sm-base,PolybenchC,mvt,0.01805198416060602
2022-07-03,sm-base,PolybenchC,mvt,0.018066794076413976
2022-07-04,sm-base,PolybenchC,mvt,0.018093867187631018
2022-07-05,sm-base,PolybenchC,mvt,0.01810373098849453
2022-07-06,sm-base,PolybenchC,mvt,0.018103822654075973
2022-07-07,sm-base,PolybenchC,mvt,0.018096843888524134
2022-07-08,sm-base,PolybenchC,mvt,0.018089975204973973
2022-07-09,sm-base,PolybenchC,mvt,0.018100902101097934
2022-07-10,sm-base,PolybenchC,mvt,0.018136355323512522
2022-07-11,sm-base,PolybenchC,mvt,0.018129665039024315
2022-07-12,sm-base,PolybenchC,mvt,0.01816114837445528
2022-07-13,sm-base,PolybenchC,mvt,0.01817618977247136
2022-07-14,sm-base,PolybenchC,mvt,0.018174261246125076
2022-07-15,sm-base,PolybenchC,mvt,0.018180615410800093
2022-07-16,sm-base,PolybenchC,mvt,0.01818862855245333
2022-07-17,sm-base,PolybenchC,mvt,0.018211362060995596
2022-07-18,sm-base,PolybenchC,mvt,0.018218918248022183
2022-07-19,sm-base,PolybenchC,mvt,0.018229020329927483
2022-07-20,sm-base,PolybenchC,mvt,0.018267965371436528
2022-07-21,sm-base,PolybenchC,mvt,0.01830538698191377
2022-07-22,sm-base,PolybenchC,mvt,0.018308543345691514
2022-07-23,sm-base,PolybenchC,mvt,0.018306423969088773
2022-07-24,sm-base,PolybenchC,mvt,0.018332763850524965
2022-07-25,sm-base,PolybenchC,mvt,0.018371138191448595
2022-07-26,sm-base,PolybenchC,mvt,0.018383078709495973
2022-07-27,sm-base,PolybenchC,mvt,0.018411974752867398
2022-07-28,sm-base,PolybenchC,mvt,0.018433418332752666
2022-07-29,sm-base,PolybenchC,mvt,0.018455171769632434
2022-07-30,sm-base,PolybenchC,mvt,0.018460349532956742
2022-07-31,sm-base,PolybenchC,mvt,0.018464512980843832
2022-08-01,sm-base,PolybenchC,mvt,0.018480238890087455
2022-08-02,sm-base,PolybenchC,mvt,0.018504762978780554
2022-08-03,sm-base,PolybenchC,mvt,0.018525002480435072
2022-08-04,sm-base,PolybenchC,mvt,0.01855973475515885
2022-08-05,sm-base,PolybenchC,mvt,0.01858990224206928
2022-08-06,sm-base,PolybenchC,mvt,0.0186293999299867
2022-08-07,sm-base,PolybenchC,mvt,0.018619426235573798
2022-08-08,sm-base,PolybenchC,mvt,0.01862290505604389
2022-08-09,sm-base,PolybenchC,mvt,0.018625699020210426
2022-08-10,sm-base,PolybenchC,mvt,0.01864305747905673
2022-08-11,sm-base,PolybenchC,mvt,0.018641678356870382
2022-08-12,sm-base,PolybenchC,mvt,0.01865690870071824
2022-08-13,sm-base,PolybenchC,mvt,0.01865079708212507
2022-08-14,sm-base,PolybenchC,mvt,0.018654348918036957
2022-08-15,sm-base,PolybenchC,mvt,0.01867754141750494
2022-08-16,sm-base,PolybenchC,mvt,0.018708969895287194
2022-08-17,sm-base,PolybenchC,mvt,0.018724172388829813
2022-08-18,sm-base,PolybenchC,mvt,0.018744769195156476
2022-08-19,sm-base,PolybenchC,mvt,0.01876999846809169
2022-08-20,sm-base,PolybenchC,mvt,0.01879685356052102
2022-08-21,sm-base,PolybenchC,mvt,0.01882645552505529
2022-08-22,sm-base,PolybenchC,mvt,0.018865032208762057
2022-08-23,sm-base,PolybenchC,mvt,0.01887634725383813
2022-08-24,sm-base,PolybenchC,mvt,0.018895173289505816
2022-08-25,sm-base,PolybenchC,mvt,0.01892941646001101
2022-08-26,sm-base,PolybenchC,mvt,0.01892350291613199
2022-08-27,sm-base,PolybenchC,mvt,0.018937038799638706
2022-08-28,sm-base,PolybenchC,mvt,0.018960019295717334
2022-08-29,sm-base,PolybenchC,mvt,0.018967153166306996
2022-08-30,sm-base,PolybenchC,mvt,0.018964049524522443
2022-08-31,sm-base,PolybenchC,mvt,0.01900353561316238
2022-09-01,sm-base,PolybenchC,mvt,0.01903928325362515
2022-09-02,sm-base,PolybenchC,mvt,0.019068383436682115
2022-09-03,sm-base,PolybenchC,mvt,0.01902974834848672
2022-09-04,sm-base,PolybenchC,mvt,0.019005366924136142
2022-09-05,sm-base,PolybenchC,mvt,0.018995102061208583
2022-09-06,sm-base,PolybenchC,mvt,0.018958995589872078
2022-09-07,sm-base,PolybenchC,mvt,0.018928641691733215
2022-09-08,sm-base,PolybenchC,mvt,0.01890462400170075
2022-09-09,sm-base,PolybenchC,mvt,0.018887066906046253
2022-09-10,sm-base,PolybenchC,mvt,0.018868683012055437
2022-09-11,sm-base,PolybenchC,mvt,0.0188458601110121
2022-09-12,sm-base,PolybenchC,mvt,0.018828663575033374
2022-09-13,sm-base,PolybenchC,mvt,0.01878962049097759
2022-09-14,sm-base,PolybenchC,mvt,0.018778697733023476
2022-09-15,sm-base,PolybenchC,mvt,0.01875770115593769
